,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
497,Stefano Sturaro,Genoa,Italy,27,1257,1,2,7,0,55%,48%,48%,1.5,50.8,0.7,30.7,73%,0.14,2,1.1,1.7,0,1.2,0.4,3,0.0,0,0,0.06,0.06,33%,6.3
498,Boško Šutalo,Atalanta,Croatia,20,278,0,0,1,0,67%,65%,49%,1.6,67.0,1.9,52.1,86%,0.00,0,0.7,1.3,0,0.3,0.0,4,0.0,0,0,0.00,0.00,0%,6.2
499,Mattias Svanberg,Bologna,Sweden,21,1048,1,2,2,0,61%,54%,43%,0.9,52.0,1.2,33.0,86%,0.17,1,0.5,1.8,0,3.2,0.8,0,0.0,0,0,0.09,0.09,24%,6.2
500,Peter Ankersen,Genoa,Denmark,30,1060,0,1,2,0,24%,69%,56%,1.9,64.6,0.8,43.4,83%,0.08,1,0.5,1.9,0,1.1,0.3,4,0.0,0,0,0.00,0.00,23%,6.0
501,Wojciech Szczęsny,Juventus,Poland,30,2592,0,0,1,0,-,81%,75%,0.6,31.1,0.0,20.9,84%,0.00,0,0.0,0.0,0,0.0,0.0,11,3.3,1,3,0.00,0.00,0%,6.8
502,Andrea Tabanelli,Lecce,Italy,30,965,1,0,4,0,50%,52%,49%,1.6,50.9,0.9,31.2,82%,0.00,0,1.0,1.1,0,1.0,0.2,1,0.0,0,0,0.09,0.09,18%,6.2
503,Panagiotis Tachtsidis,Lecce,Greece,29,2006,0,2,6,0,50%,62%,53%,1.4,67.7,1.4,52.0,80%,0.09,1,0.8,1.2,0,1.2,0.3,1,0.0,0,1,0.00,0.00,26%,6.3
504,Adrien Tameze,Atalanta,Cameroon,26,206,0,0,0,0,60%,60%,56%,1.3,99.2,1.3,85.6,90%,0.00,0,2.2,0.4,0,0.0,0.0,2,0.0,0,0,0.00,0.00,0%,7.3
505,Łukasz Teodorczyk,Udinese,Poland,29,210,0,1,1,0,71%,58%,42%,0.4,51.2,0.0,29.0,72%,0.42,2,2.6,0.4,0,1.7,1.3,5,0.0,0,0,0.00,0.00,75%,5.7
506,Hidde ter Avest,Udinese,Netherlands,23,676,0,0,1,0,59%,67%,65%,3.2,59.8,1.3,37.1,72%,0.00,0,0.3,1.5,0,0.3,0.1,7,0.0,0,0,0.00,0.00,50%,5.9
